SPECIES_NAME,Family,Class,Taxon,Diet,Diet2,Slope,N,Spearman,Sig,Direction,Change,Max depth,Max depth,Max Length,Max Length,Max Length,Commercially exploited,N site,Lat Span degrees,endemism,Mobility,SiteLat,SiteLong,T Mean,T Mean,Biogeog,Chl mean,Count of 1450 sites,"Province 142 TI 147 prom 118 albany, temp <16 >21 oC chlorophyll >0.6",Biogeog2
Monotaxis grandoculis,Lethrinidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,0.023159814,1385,-0.565934066,*,down,1.241529299,100,4.605170186,60,4.094344562,4,n,3.316931959,22,non-endemic,demersal,-17.72643864,146.1860509,26.36407003,26.4,tropical,0.441190003,338,IWP,tropical
Thalassoma lutescens,Labridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,0.009754718,1384,0.456043956,,,1.077348982,30,3.401197382,30,3.401197382,3,n,26.79611412,25,non-endemic,demersal,-24.63269109,143.2807989,24.66472649,24.6,tropical,0.458150945,376,IWP,tropical
Scarus ghobban,Labridae,Actinopterygii,Vertebrate,Scraping herbivore,Herbivore,0.01874728,1379,-0.082417582,,,1.22784258,36,3.583518938,90,4.49980967,4,n,3.607949654,25,non-endemic,demersal,-22.06490266,142.5515094,24.86646493,24.8,tropical,0.748675442,383,N,tropical
Turbo torquatus,Turbinidae,Gastropoda,Invertebrate,Scraping herbivore,Herbivore,-0.002765621,1368,-0.648351648,*,down,1.000344878,20,2.995732274,9.8,2.282382386,2,n,51.98401497,8,endemic,benthic,-33.87659892,138.4552719,18.98230012,19,temperate,1.089183319,351,SW,warm
Scorpis aequipinnis,Scorpididae,Actinopterygii,Vertebrate,Planktivore,Invertivore,0.017044617,1362,0.747252747,**,up,1.177717223,25,3.218875825,56,4.025351691,4,n,11.44880482,14,endemic,demersal,-37.56697636,140.0943461,16.67822921,16.6,temperate,1.108104163,379,S,cool
Naso lituratus,Acanthuridae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,-0.036007129,1354,0.021978022,,,0.725088734,90,4.49980967,46,3.828641396,4,n,2.533178972,22,non-endemic,demersal,-17.93771808,142.8569232,26.47222522,26.4,tropical,0.427873877,390,IWP,tropical
Amblyglyphidodon leucogaster,Pomacentridae,Actinopterygii,Vertebrate,Omnivore,Herbivore,-0.073106216,1329,-0.703296703,**,down,0.501239647,45,3.80666249,13,2.564949357,3,n,32.04272491,14,non-endemic,demersal,-16.95787324,146.7377841,26.55885295,26.6,tropical,0.523426471,241,IWP,tropical
Plectroglyphidodon johnstonianus,Pomacentridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.015518972,1321,0.087912088,,,0.85721811,18,2.890371758,14,2.63905733,3,n,6.791938212,22,non-endemic,demersal,-21.0330987,146.5013018,25.92290907,26,tropical,0.324151517,315,IWP,tropical
Upeneichthys vlamingii,Mullidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.000485089,1316,-0.038461538,,,0.96617704,40,3.688879454,35,3.555348061,4,n,2.595376291,13,endemic,demersal,-37.17037544,140.9899851,16.99467783,17,temperate,1.142266661,379,S,cool
Acanthurus lineatus,Acanthuridae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,0.011403509,1305,-0.098901099,,,1.115462723,15,2.708050201,38,3.63758616,4,n,7.867652431,14,non-endemic,demersal,-17.40387034,145.7271202,26.63763531,26.6,tropical,0.470388239,265,IWP,tropical
Parma victoriae,Pomacentridae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,0.012282758,1302,0.527472527,,,1.121855664,25,3.218875825,25,3.218875825,3,n,3.739488569,12,endemic,demersal,-37.51634664,140.9572501,16.45921873,16.4,temperate,0.960296873,301,S,cool
Jasus edwardsii,Palinuridae,Malacostraca,Invertebrate,Benthic invertivore,Invertivore,-0.017902412,1288,-0.28021978,,,0.810727862,200,5.298317367,46,3.828641396,4,y,12.5212313,12,non-endemic,benthic,-39.73216839,144.6318472,15.75121878,15.8,temperate,1.058749996,292,S,cool
Chaetodon pelewensis,Chaetodontidae,Actinopterygii,Vertebrate,Corallivore,Invertivore,-0.010168125,1284,-0.39010989,,,0.888737734,30,3.401197382,12.5,2.525728644,3,n,4.567185935,23,non-endemic,demersal,-20.39020314,151.2238521,25.60736969,25.6,tropical,0.322652177,296,IWP,tropical
Chromis hypsilepis,Pomacentridae,Actinopterygii,Vertebrate,Planktivore,Invertivore,0.013758056,1266,-0.214285714,,,1.188758177,40,3.688879454,16,2.772588722,3,n,275.2852189,14,non-endemic,demersal,-34.25242744,152.5008898,18.76000019,18.8,temperate,0.935599991,289,SE,warm
Cheilodactylus fuscus,Cheilodactylidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.012176455,1265,-0.038461538,,,0.870944731,30,3.401197382,65,4.17438727,4,y,13.04897345,9,non-endemic,demersal,-34.2749381,151.15007,19.04172434,19,temperate,1.212344806,231,SE,warm
Astralium tentoriiforme,Turbinidae,Gastropoda,Invertebrate,Scraping herbivore,Herbivore,-0.010746788,1217,0.340659341,,,0.888395903,12,2.48490665,6,1.791759469,2,n,540.3945863,13,endemic,benthic,-34.85131484,150.5045379,18.00151232,18,temperate,1.253146329,252,SE,warm
Austrolabrus maculatus,Labridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.003388596,1252,0.291208791,,,0.960426429,40,3.688879454,17,2.833213344,3,n,5.104204744,9,endemic,demersal,-33.61139121,136.0023352,19.08050016,19,temperate,1.073539986,290,SW,warm
Acanthurus blochii,Acanthuridae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,-0.051681878,1244,0.016483516,,,0.665589253,12,2.48490665,45,3.80666249,4,n,4.951951818,22,non-endemic,demersal,-18.28559113,146.3351018,26.41759435,26.4,tropical,0.46870755,355,IWP,tropical
Trachinops taeniatus,Plesiopidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.017123039,1233,-0.472527473,,,0.839707988,25,3.218875825,10,2.302585093,2,n,338.367772,9,endemic,demersal,-34.51473391,150.9682434,19.00717262,19,temperate,1.150862048,235,SE,warm
Lutjanus bohar,Lutjanidae,Actinopterygii,Vertebrate,Higher carnivore,Piscivore,-0.079191884,1225,-0.230769231,,,0.457586914,180,5.192956851,90,4.49980967,4,n,1.992047241,24,non-endemic,demersal,-18.25644537,144.600722,26.16801697,26.2,tropical,0.450364409,395,IWP,tropical
Meuschenia flavolineata,Monacanthidae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,0.00867149,1211,0.357142857,,,1.092438609,30,3.401197382,30,3.401197382,3,n,2.120136824,13,endemic,demersal,-36.30679267,141.0330543,17.49802391,17.4,temperate,1.111249993,348,S,cool
Forcipiger flavissimus,Chaetodontidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.018696135,1210,-0.401098901,,,0.819797183,114,4.736198448,22,3.091042453,3,n,2.642772503,22,non-endemic,demersal,-19.19062195,145.6910804,26.09132076,26,tropical,0.338037738,308,IWP,tropical
Chrysiptera rex,Pomacentridae,Actinopterygii,Vertebrate,Omnivore,Herbivore,0.04215599,1205,0.622377622,*,up,1.391044856,20,2.995732274,7,1.945910149,2,n,32.93773793,12,non-endemic,demersal,-18.02649167,143.5965119,26.4214523,26.4,tropical,0.601857147,162,N,tropical
Achoerodus viridis,Labridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,0.017134307,1201,0.115384615,,,1.290160226,40,3.688879454,100,4.605170186,5,y,5.587045056,10,endemic,demersal,-34.58078967,150.9138567,18.65330315,18.6,temperate,1.21678786,243,SE,warm
Plectroglyphidodon dickii,Pomacentridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.092090617,1200,-0.450549451,,,0.384781503,15,2.708050201,11,2.397895273,2,n,9.119340933,22,non-endemic,demersal,-20.25330226,144.6146293,26.0787917,26,tropical,0.391625002,296,IWP,tropical
Chaetodon kleinii,Chaetodontidae,Actinopterygii,Vertebrate,Corallivore,Invertivore,-0.001440574,1197,0.489010989,,,0.971510987,61,4.110873864,15,2.708050201,3,n,2.708725724,25,non-endemic,demersal,-19.59144193,146.855151,25.71248428,25.8,tropical,0.428642107,280,IWP,tropical
Plocamium angustum,Plocamiaceae,Red algae,Macroalgae,primary producer,,0.002816531,1189,-0.456043956,,,1.059624943,50,3.912023005,25,3.218875825,3,n,24.32485459,13,endemic,benthic,-40.66827416,145.9083218,15.64948286,15.6,temperate,1.130137929,243,S,cool
Pomacentrus vaiuli,Pomacentridae,Actinopterygii,Vertebrate,Omnivore,Herbivore,-0.011129663,1171,-0.263736264,,,0.919287259,45,3.80666249,10,2.302585093,2,n,63.38150552,19,non-endemic,demersal,-18.62795444,140.7068072,26.49721153,26.4,tropical,0.452278849,376,IWP,tropical
Stegastes apicalis,Pomacentridae,Actinopterygii,Vertebrate,Algal farmer,Herbivore,-0.017319323,1160,0.186813187,,,0.863741062,5,1.609437912,15,2.708050201,3,n,26.68476588,22,endemic,demersal,-20.14013934,149.2383582,25.6280754,25.6,tropical,0.686660378,211,N,tropical
Cetoscarus ocellatus,Labridae,Actinopterygii,Vertebrate,Scraping herbivore,Herbivore,-0.028566224,1171,-0.593406593,*,down,0.719838066,30,3.401197382,90,4.49980967,4,n,0.899391779,14,non-endemic,demersal,-17.50865033,143.7700656,26.74187498,26.8,tropical,0.503193184,362,IWP,tropical
Chrysiptera talboti,Pomacentridae,Actinopterygii,Vertebrate,Omnivore,Herbivore,-0.06424325,1154,-0.785714286,**,down,0.526716519,35,3.555348061,6,1.791759469,2,n,11.53775434,14,non-endemic,demersal,-17.29138984,146.6066624,26.40384998,26.4,tropical,0.59465,243,IWP,tropical
Dotalabrus aurantiacus,Labridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,0.013387512,1143,-0.593406593,*,down,1.127823168,47,3.850147602,15,2.708050201,3,n,1.043231539,14,endemic,demersal,-38.42125764,143.2176318,16.60785061,16.6,temperate,1.158551719,330,S,cool
Meuschenia freycineti,Monacanthidae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,-0.006658883,1141,0.340659341,,,0.931667122,50,3.912023005,60,4.094344562,4,y,0.975327212,13,endemic,demersal,-37.30891369,146.1772857,17.05288761,17,temperate,1.183412493,366,S,cool
Chaetodon flavirostris,Chaetodontidae,Actinopterygii,Vertebrate,Corallivore,Invertivore,-0.180243349,1136,-0.571428571,*,down,0.16597169,20,2.995732274,20,2.995732274,3,n,2.156553244,25,non-endemic,demersal,-23.9199982,152.8385609,25.00260222,25,tropical,0.443161292,317,IWP,tropical
Heteroscarus acroptilus,Labridae,Actinopterygii,Vertebrate,Omnivore,Herbivore,-0.027792829,1136,-0.269230769,,,0.734356164,20,2.995732274,40,3.688879454,4,n,0.58954819,15,non-endemic,demersal,-36.03373269,140.5472473,17.40186181,17.4,temperate,1.05203191,386,S,cool
Pentagonaster dubeni,Goniasteridae,Asteroidea,Invertebrate,Benthic invertivore,Invertivore,-0.031724405,1129,-0.576923077,*,down,0.725848837,200,5.298317367,15,2.708050201,3,n,7.958502801,14,endemic,benthic,-36.66747495,141.6520593,17.301032,17.4,temperate,1.09614893,382,S,cool
Nectria ocellata,Oreasteridae,Asteroidea,Invertebrate,Benthic invertivore,Invertivore,-0.047544565,1107,-0.807692308,***,down,0.604265924,240,5.480638923,26,3.258096538,3,n,10.65879545,14,endemic,benthic,-39.76983309,145.0698503,15.78843477,15.8,temperate,1.010652173,288,S,cool
Siganus punctatus,Siganidae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,0.052018043,1102,-0.791208791,**,down,1.615727479,40,3.688879454,40,3.688879454,4,n,1.078700748,14,non-endemic,demersal,-18.92307686,146.3715771,26.58858663,26.6,tropical,0.576040005,293,IWP,tropical
Chelmon rostratus,Chaetodontidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.025952148,1100,-0.71978022,**,down,0.75491709,25,3.218875825,20,2.995732274,3,n,2.029139486,13,non-endemic,demersal,-19.46907373,148.960346,25.92117227,26,tropical,0.699310345,201,N,tropical
Haliptilon roseum,Corallinaceae,Red algae,Macroalgae,primary producer,,0.024469256,1087,0.752747253,**,up,1.297973646,10,2.302585093,12,2.48490665,2,n,19.12562983,14,non-endemic,benthic,-38.3565235,141.7513871,16.21550733,16.2,temperate,1.201289848,346,S,cool
Hipposcarus longiceps,Labridae,Actinopterygii,Vertebrate,Scraping herbivore,Herbivore,0.00673121,1082,-0.236263736,,,1.046420688,40,3.688879454,60,4.094344562,4,n,2.580884672,14,non-endemic,demersal,-17.65359394,141.4893077,26.64152427,26.6,tropical,0.527495148,378,IWP,tropical
Tosia australis,Goniasteridae,Asteroidea,Invertebrate,Benthic invertivore,Invertivore,-0.014251176,1063,-0.785714286,**,down,0.868271614,40,3.688879454,10,2.302585093,2,n,23.23042791,14,endemic,benthic,-38.36611701,143.1617737,16.14131943,16.2,temperate,1.151777778,328,S,cool
Notolabrus parilus,Labridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.000822247,1045,0.038461538,,,1.011359072,20,2.995732274,49,3.891820298,4,n,11.00818405,8,endemic,demersal,-33.44261551,125.9207723,18.67736847,18.6,temperate,0.972657889,196,SW,warm
Kyphosus sydneyanus,Kyphosidae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,-0.048687325,1042,0.197802198,,,0.587323684,30,3.401197382,86,4.454347296,4,n,11.1342804,14,non-endemic,demersal,-33.99419696,136.5772119,18.67375377,18.6,temperate,1.03421738,296,SW,warm
Siphonognathus beddomei,Labridae,Actinopterygii,Vertebrate,Omnivore,Herbivore,-0.092161093,1032,0,,,0.360867819,15,2.708050201,14,2.63905733,3,n,8.797442606,13,endemic,demersal,-37.65237608,139.2862397,16.78414869,16.8,temperate,0.939513516,293,S,cool
Trachinops caudimaculatus,Plesiopidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,0.030984793,1028,0.56043956,*,up,1.202242776,35,3.555348061,15,2.708050201,3,n,200.8182663,9,endemic,demersal,-40.79452365,146.6095403,15.16493617,15.2,temperate,1.095234045,208,S,cool
Zonaria angustata,Dictyotaceae,Brown algae,Macroalgae,primary producer,,0.010601342,1024,-0.21978022,,,1.053558649,22,3.091042453,18,2.890371758,3,n,9.125110337,14,endemic,benthic,-38.76346127,141.4796892,16.12273921,16.2,temperate,1.15086956,306,S,cool
Chaetodon lineolatus,Chaetodontidae,Actinopterygii,Vertebrate,Corallivore,Invertivore,0.004487415,1019,0.032967033,,,0.993057204,171,5.141663557,30,3.401197382,3,n,0.60073707,22,non-endemic,demersal,-19.65584428,147.0405532,26.14167307,26.2,tropical,0.521019233,318,IWP,tropical
Phyllospora comosa,Seirococcaceae,Brown algae,Macroalgae,primary producer,,-0.017562832,1013,-0.093406593,,,0.836176866,20,2.995732274,300,5.703782475,6,n,284.9177679,9,endemic,benthic,-40.4954961,147.3467729,15.33315231,15.4,temperate,1.219586954,218,S,cool
Stegastes fasciolatus,Pomacentridae,Actinopterygii,Vertebrate,Algal farmer,Herbivore,0.023494741,1013,0.164835165,,,1.274076322,30,3.401197382,15,2.708050201,3,n,15.57020996,22,non-endemic,demersal,-20.87067551,145.339658,26.01367329,26,tropical,0.478970299,287,IWP,tropical
Scarus rubroviolaceus,Labridae,Actinopterygii,Vertebrate,Scraping herbivore,Herbivore,-0.047784709,1010,-0.208791209,,,0.647117312,36,3.583518938,70,4.248495242,4,n,0.872903221,23,non-endemic,demersal,-18.52367444,145.2725604,26.24774085,26.2,tropical,0.548123461,239,IWP,tropical
Neoodax balteatus,Labridae,Actinopterygii,Vertebrate,Omnivore,Herbivore,-0.100039698,1009,-0.582417582,*,down,0.347300421,20,2.995732274,14,2.63905733,3,n,5.410299811,11,endemic,demersal,-39.36913221,145.525367,15.99645006,16,temperate,1.120366669,244,S,cool
Aplodactylus arctidens,Aplodactylidae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,0.014418116,985,0.120879121,,,1.192879818,40,3.688879454,65,4.17438727,4,n,0.59473995,10,non-endemic,demersal,-40.43098605,145.9729197,15.33247463,15.4,temperate,1.034050851,258,S,cool
Acrocarpia paniculata,Sargassaceae,Brown algae,Macroalgae,primary producer,,-0.009075703,983,-0.203296703,,,0.9056586,42,3.737669618,150,5.010635294,5,n,73.8839446,9,endemic,benthic,-40.04556565,146.5874404,15.46014555,15.4,temperate,1.20665454,223,S,cool
Meuschenia hippocrepis,Monacanthidae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,0.037016412,974,0.038461538,,,1.437284073,18,2.890371758,51,3.931825633,4,n,4.471887161,12,endemic,demersal,-36.50534946,137.5964708,16.97632858,17,temperate,1.022614284,297,S,cool
Pomacentrus adelus,Pomacentridae,Actinopterygii,Vertebrate,Omnivore,Herbivore,0.038287073,959,-0.236263736,,,1.404750243,8,2.079441542,8.5,2.140066163,2,n,66.51183703,14,non-endemic,demersal,-16.29397469,140.1219076,27.08219353,27,tropical,0.663016132,194,N,tropical
Trinorfolkia clarkei,Tripterygiidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.035011521,959,-0.10989011,,,0.762846495,30,3.401197382,8,2.079441542,2,n,6.168235662,14,endemic,benthic,-37.38397858,146.007248,17.09364643,17,temperate,1.271024381,374,S,cool
Aplodactylus lophodon,Aplodactylidae,Actinopterygii,Vertebrate,Browsing herbivore,Herbivore,-0.018755899,950,-0.054945055,,,0.833323424,10,2.302585093,45,3.80666249,4,n,8.037039943,13,endemic,demersal,-35.30372855,150.4941546,17.94286853,18,temperate,1.205315775,220,SE,warm
Caesioperca rasor,Serranidae,Actinopterygii,Vertebrate,Planktivore,Invertivore,-0.003971207,950,-0.038461538,,,0.782928036,100,4.605170186,26,3.258096538,3,n,37.91571539,12,endemic,demersal,-39.81823222,145.7116962,15.69952828,15.6,temperate,0.9784717,189,S,cool
Scarus oviceps,Labridae,Actinopterygii,Vertebrate,Scraping herbivore,Herbivore,-0.024572792,949,-0.357142857,,,0.786170347,15,2.708050201,35,3.555348061,4,n,1.590089201,22,non-endemic,demersal,-18.13171484,142.537521,26.37328574,26.4,tropical,0.549714291,244,IWP,tropical
Ballia callitricha,Balliaceae,Red algae,Macroalgae,primary producer,,-0.030566572,945,-0.340659341,,,0.752772309,25,3.218875825,36,3.583518938,4,n,13.62921308,9,non-endemic,benthic,-41.17315814,146.6061354,15.10041674,15.2,temperate,1.039145837,204,S,cool
Hypoplectrodes maccullochi,Serranidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.014081508,941,-0.89010989,***,down,0.858454121,50,3.912023005,45,3.80666249,4,n,5.297890143,13,endemic,demersal,-34.49105916,151.0040187,18.5420647,18.6,temperate,1.138419336,203,SE,warm
Plagiotremus tapeinosoma,Blenniidae,Actinopterygii,Vertebrate,Cleaner,Invertivore,0.028265111,935,0.302197802,,,1.235893168,20,2.995732274,14,2.63905733,3,n,3.144978695,28,non-endemic,demersal,-25.82036163,146.6649588,24.7075601,24.8,tropical,0.623009996,337,N,tropical
Pseudolabrus rubicundus,Labridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.012272514,922,-0.703296703,**,down,0.89047803,218,5.384495063,218,5.384495063,5,n,2.474632775,11,endemic,demersal,-40.60942435,146.9239803,15.64830517,15.6,temperate,1.138440677,255,S,cool
Chromis lepidolepis,Pomacentridae,Actinopterygii,Vertebrate,Planktivore,Invertivore,0.006864503,918,-0.038461538,,,1.058854149,43,3.761200116,9,2.197224577,2,n,23.30749697,25,non-endemic,demersal,-16.94670388,144.0109903,26.34333721,26.4,tropical,0.529151165,240,IWP,tropical
Lutjanus fulviflamma,Lutjanidae,Actinopterygii,Vertebrate,Higher carnivore,Piscivore,-0.015830358,907,-0.005494505,,,0.838400856,35,3.555348061,35,3.555348061,4,n,5.194739805,24,non-endemic,demersal,-19.35034746,143.0586811,25.81902818,25.8,tropical,0.72277465,197,N,tropical
Chromis weberi,Pomacentridae,Actinopterygii,Vertebrate,Planktivore,Invertivore,0.043119187,906,-0.005494505,,,1.462442706,40,3.688879454,13.5,2.602689685,3,n,78.47230773,25,non-endemic,demersal,-17.70498113,140.3856951,26.43558336,26.4,tropical,0.514833336,247,IWP,tropical
Phacelocarpus peperocarpos,Phacelocarpaceae,Red algae,Macroalgae,primary producer,,-0.017352479,905,-0.10989011,,,0.832731907,30,3.401197382,50,3.912023005,4,n,23.92522823,14,endemic,benthic,-39.53764778,141.8471813,16.07493113,16,temperate,1.107482758,239,S,cool
Turbo undulatus,Turbinidae,Gastropoda,Invertebrate,Scraping herbivore,Herbivore,-0.002351271,902,0,,,1.011903508,10,2.302585093,5,1.609437912,2,y,105.804956,14,endemic,benthic,-38.78082075,145.1042854,16.52563535,16.6,temperate,1.186599993,334,S,cool
Cheilodactylus spectabilis,Cheilodactylidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,0.017985898,894,0.258241758,,,1.216761398,50,3.912023005,100,4.605170186,5,y,2.015704893,10,non-endemic,demersal,-40.08291111,147.4080493,15.84388896,15.8,temperate,1.127730151,235,S,cool
Diodon nicthemerus,Diodontidae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,0.021980704,890,-0.769230769,**,down,1.231290205,50,3.912023005,40,3.688879454,4,n,1.019884718,14,endemic,demersal,-39.21227121,144.9827615,16.3752974,16.4,temperate,1.294567564,307,S,cool
Stethojulis bandanensis,Labridae,Actinopterygii,Vertebrate,Benthic invertivore,Invertivore,-0.00739848,863,0.247252747,,,0.902068244,30,3.401197382,15,2.708050201,3,n,5.547988667,26,non-endemic,demersal,-22.57940189,141.0688009,25.10529607,25.2,tropical,0.521424001,375,IWP,tropical
Australostichopus mollis,Stichopodidae,Holothuroidea,Invertebrate,omnivore,Herbivore,-0.011425468,851,-0.43956044,,,0.918800982,140,4.941642423,20,2.995732274,3,y,9.937779748,14,non-endemic,benthic,-36.94065233,136.8694119,17.26569574,17.2,temperate,1.152420291,270,S,cool
Chromis nitida,Pomacentridae,Actinopterygii,Vertebrate,Planktivore,Invertivore,-0.032881576,851,0.142857143,,,0.679171412,25,3.218875825,7,1.945910149,2,n,991.4868751,25,endemic,demersal,-23.82921571,150.9102567,24.1425115,24.2,tropical,0.568534878,168,IWP,tropical
Phyllacanthus parvispinus,Cidaridae,Echinoidea,Invertebrate,Scraping herbivore,Herbivore,-0.068088531,842,-0.142857143,,,0.535639,80,4.382026635,9,2.197224577,2,n,45.50142573,8,endemic,benthic,-33.99006566,151.3269287,19.69525035,19.6,temperate,1.263958306,189,SE,warm
Cephalopholis cyanostigma,Serranidae,Actinopterygii,Vertebrate,Higher carnivore,Piscivore,-0.009346578,834,-0.197802198,,,0.908471511,50,3.912023005,40,3.688879454,4,n,2.45767069,20,non-endemic,demersal,-18.15653568,146.3543626,26.38209451,26.4,tropical,0.71225676,236,N,tropical
Carpoglossum confluens,Sargassaceae,Brown algae,Macroalgae,primary producer,,-0.01755122,832,-0.813186813,***,down,0.844870712,40,3.688879454,200,5.298317367,5,n,44.13454683,9,endemic,benthic,-41.87788438,146.5269512,14.91307704,15,temperate,1.111615388,146,S,cool
Pleuroploca australasia,Fasciolariidae,Gastropoda,Invertebrate,Benthic invertivore,Invertivore,-0.02350154,819,-0.527472527,,,0.793117459,100,4.605170186,15,2.708050201,3,n,12.33037171,14,endemic,benthic,-38.10201571,142.5743805,16.1563788,16.2,temperate,1.093893941,268,S,cool
